,example_id,predicted_label,real_label,full_ordering,correct
0,dev-data/mutual/dev/dev_1.txt,B,B,"['B', 'C', 'D', 'A']",True
1,dev-data/mutual/dev/dev_10.txt,A,C,"['A', 'D', 'B', 'C']",False
2,dev-data/mutual/dev/dev_100.txt,B,C,"['B', 'C', 'D', 'A']",False
3,dev-data/mutual/dev/dev_101.txt,B,D,"['B', 'D', 'C', 'A']",False
4,dev-data/mutual/dev/dev_102.txt,C,A,"['C', 'A', 'D', 'B']",False
5,dev-data/mutual/dev/dev_103.txt,C,D,"['C', 'B', 'D', 'A']",False
6,dev-data/mutual/dev/dev_104.txt,B,D,"['B', 'A', 'C', 'D']",False
7,dev-data/mutual/dev/dev_105.txt,D,D,"['D', 'A', 'C', 'B']",True
8,dev-data/mutual/dev/dev_106.txt,A,C,"['A', 'B', 'C', 'D']",False
9,dev-data/mutual/dev/dev_107.txt,C,B,"['C', 'A', 'B', 'D']",False
10,dev-data/mutual/dev/dev_108.txt,A,A,"['A', 'B', 'D', 'C']",True
11,dev-data/mutual/dev/dev_109.txt,D,D,"['D', 'A', 'C', 'B']",True
12,dev-data/mutual/dev/dev_11.txt,C,A,"['C', 'A', 'D', 'B']",False
13,dev-data/mutual/dev/dev_110.txt,A,A,"['A', 'C', 'D', 'B']",True
14,dev-data/mutual/dev/dev_111.txt,C,D,"['C', 'B', 'D', 'A']",False
15,dev-data/mutual/dev/dev_112.txt,D,B,"['D', 'C', 'A', 'B']",False
16,dev-data/mutual/dev/dev_113.txt,B,A,"['B', 'C', 'A', 'D']",False
17,dev-data/mutual/dev/dev_114.txt,D,B,"['D', 'C', 'B', 'A']",False
18,dev-data/mutual/dev/dev_115.txt,B,D,"['B', 'D', 'A', 'C']",False
19,dev-data/mutual/dev/dev_116.txt,C,B,"['C', 'A', 'B', 'D']",False
20,dev-data/mutual/dev/dev_117.txt,A,D,"['A', 'D', 'C', 'B']",False
21,dev-data/mutual/dev/dev_118.txt,B,C,"['B', 'A', 'D', 'C']",False
22,dev-data/mutual/dev/dev_119.txt,B,A,"['B', 'A', 'D', 'C']",False
23,dev-data/mutual/dev/dev_12.txt,B,A,"['B', 'A', 'D', 'C']",False
24,dev-data/mutual/dev/dev_120.txt,D,A,"['D', 'C', 'A', 'B']",False
25,dev-data/mutual/dev/dev_121.txt,D,C,"['D', 'C', 'B', 'A']",False
26,dev-data/mutual/dev/dev_122.txt,D,C,"['D', 'B', 'C', 'A']",False
27,dev-data/mutual/dev/dev_123.txt,A,B,"['A', 'D', 'B', 'C']",False
28,dev-data/mutual/dev/dev_124.txt,B,A,"['B', 'D', 'A', 'C']",False
29,dev-data/mutual/dev/dev_125.txt,C,D,"['C', 'B', 'D', 'A']",False
30,dev-data/mutual/dev/dev_126.txt,B,A,"['B', 'A', 'C', 'D']",False
31,dev-data/mutual/dev/dev_127.txt,A,A,"['A', 'D', 'C', 'B']",True
32,dev-data/mutual/dev/dev_128.txt,D,B,"['D', 'A', 'C', 'B']",False
33,dev-data/mutual/dev/dev_129.txt,C,C,"['C', 'B', 'D', 'A']",True
34,dev-data/mutual/dev/dev_13.txt,D,D,"['D', 'B', 'C', 'A']",True
35,dev-data/mutual/dev/dev_130.txt,D,B,"['D', 'A', 'C', 'B']",False
36,dev-data/mutual/dev/dev_131.txt,A,A,"['A', 'C', 'D', 'B']",True
37,dev-data/mutual/dev/dev_132.txt,A,A,"['A', 'C', 'B', 'D']",True
38,dev-data/mutual/dev/dev_133.txt,D,D,"['D', 'C', 'B', 'A']",True
39,dev-data/mutual/dev/dev_134.txt,C,D,"['C', 'A', 'B', 'D']",False
40,dev-data/mutual/dev/dev_135.txt,D,D,"['D', 'A', 'C', 'B']",True
41,dev-data/mutual/dev/dev_136.txt,D,B,"['D', 'B', 'A', 'C']",False
42,dev-data/mutual/dev/dev_137.txt,B,B,"['B', 'A', 'C', 'D']",True
43,dev-data/mutual/dev/dev_138.txt,B,D,"['B', 'D', 'C', 'A']",False
44,dev-data/mutual/dev/dev_139.txt,C,D,"['C', 'D', 'A', 'B']",False
45,dev-data/mutual/dev/dev_14.txt,C,C,"['C', 'A', 'D', 'B']",True
46,dev-data/mutual/dev/dev_140.txt,A,C,"['A', 'B', 'C', 'D']",False
47,dev-data/mutual/dev/dev_141.txt,B,B,"['B', 'D', 'C', 'A']",True
48,dev-data/mutual/dev/dev_142.txt,B,C,"['B', 'D', 'C', 'A']",False
49,dev-data/mutual/dev/dev_143.txt,B,A,"['B', 'C', 'A', 'D']",False
50,dev-data/mutual/dev/dev_144.txt,D,D,"['D', 'B', 'A', 'C']",True
51,dev-data/mutual/dev/dev_145.txt,C,D,"['C', 'D', 'A', 'B']",False
52,dev-data/mutual/dev/dev_146.txt,D,A,"['D', 'C', 'A', 'B']",False
53,dev-data/mutual/dev/dev_147.txt,B,A,"['B', 'D', 'C', 'A']",False
54,dev-data/mutual/dev/dev_148.txt,B,C,"['B', 'A', 'D', 'C']",False
55,dev-data/mutual/dev/dev_149.txt,A,B,"['A', 'C', 'B', 'D']",False
56,dev-data/mutual/dev/dev_15.txt,D,D,"['D', 'C', 'B', 'A']",True
57,dev-data/mutual/dev/dev_150.txt,A,C,"['A', 'D', 'B', 'C']",False
58,dev-data/mutual/dev/dev_151.txt,C,B,"['C', 'B', 'A', 'D']",False
59,dev-data/mutual/dev/dev_152.txt,A,A,"['A', 'B', 'D', 'C']",True
