,example_id,predicted_label,real_label,full_ordering,correct
0,dev-data/mutual/dev/dev_1.txt,A,B,"['A', 'D', 'C', 'B']",False
1,dev-data/mutual/dev/dev_10.txt,B,C,"['B', 'C', 'D', 'A']",False
2,dev-data/mutual/dev/dev_100.txt,B,C,"['B', 'A', 'C', 'D']",False
3,dev-data/mutual/dev/dev_101.txt,C,D,"['C', 'A', 'D', 'B']",False
4,dev-data/mutual/dev/dev_102.txt,A,A,"['A', 'C', 'B', 'D']",True
5,dev-data/mutual/dev/dev_103.txt,A,D,"['A', 'D', 'B', 'C']",False
6,dev-data/mutual/dev/dev_104.txt,A,D,"['A', 'C', 'D', 'B']",False
7,dev-data/mutual/dev/dev_105.txt,D,D,"['D', 'A', 'B', 'C']",True
8,dev-data/mutual/dev/dev_106.txt,A,C,"['A', 'B', 'D', 'C']",False
9,dev-data/mutual/dev/dev_107.txt,C,B,"['C', 'D', 'B', 'A']",False
10,dev-data/mutual/dev/dev_108.txt,C,A,"['C', 'D', 'B', 'A']",False
11,dev-data/mutual/dev/dev_109.txt,C,D,"['C', 'D', 'A', 'B']",False
12,dev-data/mutual/dev/dev_11.txt,C,A,"['C', 'D', 'B', 'A']",False
13,dev-data/mutual/dev/dev_110.txt,D,A,"['D', 'A', 'C', 'B']",False
14,dev-data/mutual/dev/dev_111.txt,B,D,"['B', 'D', 'C', 'A']",False
15,dev-data/mutual/dev/dev_112.txt,C,B,"['C', 'B', 'A', 'D']",False
16,dev-data/mutual/dev/dev_113.txt,B,A,"['B', 'D', 'C', 'A']",False
17,dev-data/mutual/dev/dev_114.txt,C,B,"['C', 'D', 'B', 'A']",False
18,dev-data/mutual/dev/dev_115.txt,D,D,"['D', 'B', 'A', 'C']",True
19,dev-data/mutual/dev/dev_116.txt,B,B,"['B', 'D', 'A', 'C']",True
20,dev-data/mutual/dev/dev_117.txt,C,D,"['C', 'B', 'D', 'A']",False
21,dev-data/mutual/dev/dev_118.txt,B,C,"['B', 'A', 'D', 'C']",False
22,dev-data/mutual/dev/dev_119.txt,D,A,"['D', 'A', 'B', 'C']",False
23,dev-data/mutual/dev/dev_12.txt,B,A,"['B', 'D', 'A', 'C']",False
24,dev-data/mutual/dev/dev_120.txt,B,A,"['B', 'C', 'A', 'D']",False
25,dev-data/mutual/dev/dev_121.txt,D,C,"['D', 'C', 'A', 'B']",False
26,dev-data/mutual/dev/dev_122.txt,B,C,"['B', 'C', 'A', 'D']",False
27,dev-data/mutual/dev/dev_123.txt,B,B,"['B', 'A', 'C', 'D']",True
28,dev-data/mutual/dev/dev_124.txt,B,A,"['B', 'C', 'A', 'D']",False
29,dev-data/mutual/dev/dev_125.txt,C,D,"['C', 'D', 'A', 'B']",False
30,dev-data/mutual/dev/dev_126.txt,D,A,"['D', 'A', 'B', 'C']",False
31,dev-data/mutual/dev/dev_127.txt,C,A,"['C', 'B', 'D', 'A']",False
32,dev-data/mutual/dev/dev_128.txt,B,B,"['B', 'A', 'D', 'C']",True
33,dev-data/mutual/dev/dev_129.txt,B,C,"['B', 'D', 'C', 'A']",False
34,dev-data/mutual/dev/dev_13.txt,A,D,"['A', 'D', 'B', 'C']",False
35,dev-data/mutual/dev/dev_130.txt,A,B,"['A', 'C', 'D', 'B']",False
36,dev-data/mutual/dev/dev_131.txt,B,A,"['B', 'A', 'D', 'C']",False
37,dev-data/mutual/dev/dev_132.txt,D,A,"['D', 'A', 'C', 'B']",False
38,dev-data/mutual/dev/dev_133.txt,B,D,"['B', 'A', 'D', 'C']",False
39,dev-data/mutual/dev/dev_134.txt,C,D,"['C', 'B', 'D', 'A']",False
40,dev-data/mutual/dev/dev_135.txt,C,D,"['C', 'B', 'D', 'A']",False
41,dev-data/mutual/dev/dev_136.txt,B,B,"['B', 'D', 'C', 'A']",True
42,dev-data/mutual/dev/dev_137.txt,D,B,"['D', 'A', 'B', 'C']",False
43,dev-data/mutual/dev/dev_138.txt,A,D,"['A', 'C', 'B', 'D']",False
44,dev-data/mutual/dev/dev_139.txt,B,D,"['B', 'D', 'A', 'C']",False
45,dev-data/mutual/dev/dev_14.txt,C,C,"['C', 'D', 'A', 'B']",True
46,dev-data/mutual/dev/dev_140.txt,D,C,"['D', 'C', 'A', 'B']",False
47,dev-data/mutual/dev/dev_141.txt,C,B,"['C', 'A', 'D', 'B']",False
48,dev-data/mutual/dev/dev_142.txt,A,C,"['A', 'C', 'D', 'B']",False
49,dev-data/mutual/dev/dev_143.txt,A,A,"['A', 'B', 'C', 'D']",True
50,dev-data/mutual/dev/dev_144.txt,A,D,"['A', 'D', 'C', 'B']",False
51,dev-data/mutual/dev/dev_145.txt,A,D,"['A', 'D', 'C', 'B']",False
52,dev-data/mutual/dev/dev_146.txt,A,A,"['A', 'D', 'B', 'C']",True
53,dev-data/mutual/dev/dev_147.txt,C,A,"['C', 'B', 'D', 'A']",False
54,dev-data/mutual/dev/dev_148.txt,C,C,"['C', 'A', 'B', 'D']",True
55,dev-data/mutual/dev/dev_149.txt,D,B,"['D', 'C', 'B', 'A']",False
56,dev-data/mutual/dev/dev_15.txt,C,D,"['C', 'B', 'A', 'D']",False
57,dev-data/mutual/dev/dev_150.txt,D,C,"['D', 'B', 'C', 'A']",False
58,dev-data/mutual/dev/dev_151.txt,A,B,"['A', 'D', 'B', 'C']",False
59,dev-data/mutual/dev/dev_152.txt,B,A,"['B', 'D', 'A', 'C']",False
60,dev-data/mutual/dev/dev_153.txt,D,B,"['D', 'C', 'A', 'B']",False
61,dev-data/mutual/dev/dev_154.txt,D,D,"['D', 'A', 'B', 'C']",True
62,dev-data/mutual/dev/dev_155.txt,C,A,"['C', 'D', 'B', 'A']",False
63,dev-data/mutual/dev/dev_156.txt,A,C,"['A', 'C', 'B', 'D']",False
64,dev-data/mutual/dev/dev_157.txt,C,D,"['C', 'B', 'A', 'D']",False
65,dev-data/mutual/dev/dev_158.txt,B,D,"['B', 'D', 'C', 'A']",False
66,dev-data/mutual/dev/dev_159.txt,B,D,"['B', 'D', 'A', 'C']",False
67,dev-data/mutual/dev/dev_16.txt,D,A,"['D', 'C', 'B', 'A']",False
68,dev-data/mutual/dev/dev_160.txt,B,D,"['B', 'C', 'D', 'A']",False
69,dev-data/mutual/dev/dev_161.txt,D,B,"['D', 'A', 'C', 'B']",False
70,dev-data/mutual/dev/dev_162.txt,B,A,"['B', 'C', 'D', 'A']",False
71,dev-data/mutual/dev/dev_163.txt,A,A,"['A', 'B', 'C', 'D']",True
72,dev-data/mutual/dev/dev_164.txt,C,C,"['C', 'D', 'B', 'A']",True
73,dev-data/mutual/dev/dev_165.txt,B,D,"['B', 'D', 'A', 'C']",False
74,dev-data/mutual/dev/dev_166.txt,B,B,"['B', 'D', 'C', 'A']",True
