,example_id,predicted_label,real_label,full_ordering,correct
0,dev-data/mutual/dev/dev_1.txt,A,B,"['A', 'B', 'C', 'D']",False
1,dev-data/mutual/dev/dev_10.txt,D,C,"['D', 'C', 'A', 'B']",False
2,dev-data/mutual/dev/dev_100.txt,A,C,"['A', 'C', 'B', 'D']",False
3,dev-data/mutual/dev/dev_101.txt,C,D,"['C', 'D', 'B', 'A']",False
4,dev-data/mutual/dev/dev_102.txt,C,A,"['C', 'A', 'B', 'D']",False
5,dev-data/mutual/dev/dev_103.txt,C,D,"['C', 'D', 'B', 'A']",False
6,dev-data/mutual/dev/dev_104.txt,B,D,"['B', 'A', 'D', 'C']",False
7,dev-data/mutual/dev/dev_105.txt,B,D,"['B', 'A', 'C', 'D']",False
8,dev-data/mutual/dev/dev_106.txt,B,C,"['B', 'A', 'C', 'D']",False
9,dev-data/mutual/dev/dev_107.txt,C,B,"['C', 'A', 'D', 'B']",False
10,dev-data/mutual/dev/dev_108.txt,A,A,"['A', 'B', 'D', 'C']",True
11,dev-data/mutual/dev/dev_109.txt,B,D,"['B', 'C', 'D', 'A']",False
12,dev-data/mutual/dev/dev_11.txt,C,A,"['C', 'A', 'B', 'D']",False
13,dev-data/mutual/dev/dev_110.txt,B,A,"['B', 'D', 'C', 'A']",False
14,dev-data/mutual/dev/dev_111.txt,B,D,"['B', 'A', 'D', 'C']",False
15,dev-data/mutual/dev/dev_112.txt,A,B,"['A', 'B', 'D', 'C']",False
16,dev-data/mutual/dev/dev_113.txt,A,A,"['A', 'D', 'B', 'C']",True
17,dev-data/mutual/dev/dev_114.txt,D,B,"['D', 'B', 'A', 'C']",False
18,dev-data/mutual/dev/dev_115.txt,A,D,"['A', 'B', 'D', 'C']",False
19,dev-data/mutual/dev/dev_116.txt,C,B,"['C', 'A', 'D', 'B']",False
20,dev-data/mutual/dev/dev_117.txt,D,D,"['D', 'A', 'C', 'B']",True
21,dev-data/mutual/dev/dev_118.txt,B,C,"['B', 'A', 'D', 'C']",False
22,dev-data/mutual/dev/dev_119.txt,C,A,"['C', 'D', 'B', 'A']",False
23,dev-data/mutual/dev/dev_12.txt,C,A,"['C', 'D', 'B', 'A']",False
24,dev-data/mutual/dev/dev_120.txt,B,A,"['B', 'C', 'A', 'D']",False
25,dev-data/mutual/dev/dev_121.txt,A,C,"['A', 'B', 'C', 'D']",False
26,dev-data/mutual/dev/dev_122.txt,C,C,"['C', 'B', 'D', 'A']",True
27,dev-data/mutual/dev/dev_123.txt,A,B,"['A', 'C', 'B', 'D']",False
28,dev-data/mutual/dev/dev_124.txt,B,A,"['B', 'C', 'D', 'A']",False
29,dev-data/mutual/dev/dev_125.txt,C,D,"['C', 'D', 'A', 'B']",False
30,dev-data/mutual/dev/dev_126.txt,C,A,"['C', 'B', 'D', 'A']",False
31,dev-data/mutual/dev/dev_127.txt,C,A,"['C', 'B', 'A', 'D']",False
32,dev-data/mutual/dev/dev_128.txt,C,B,"['C', 'D', 'A', 'B']",False
33,dev-data/mutual/dev/dev_129.txt,B,C,"['B', 'C', 'A', 'D']",False
34,dev-data/mutual/dev/dev_13.txt,C,D,"['C', 'D', 'A', 'B']",False
35,dev-data/mutual/dev/dev_130.txt,D,B,"['D', 'A', 'C', 'B']",False
36,dev-data/mutual/dev/dev_131.txt,A,A,"['A', 'B', 'D', 'C']",True
37,dev-data/mutual/dev/dev_132.txt,D,A,"['D', 'A', 'B', 'C']",False
38,dev-data/mutual/dev/dev_133.txt,C,D,"['C', 'A', 'D', 'B']",False
39,dev-data/mutual/dev/dev_134.txt,D,D,"['D', 'C', 'A', 'B']",True
40,dev-data/mutual/dev/dev_135.txt,C,D,"['C', 'D', 'B', 'A']",False
41,dev-data/mutual/dev/dev_136.txt,A,B,"['A', 'B', 'C', 'D']",False
42,dev-data/mutual/dev/dev_137.txt,D,B,"['D', 'A', 'B', 'C']",False
43,dev-data/mutual/dev/dev_138.txt,A,D,"['A', 'C', 'B', 'D']",False
44,dev-data/mutual/dev/dev_139.txt,A,D,"['A', 'B', 'D', 'C']",False
45,dev-data/mutual/dev/dev_14.txt,C,C,"['C', 'A', 'B', 'D']",True
46,dev-data/mutual/dev/dev_140.txt,C,C,"['C', 'B', 'A', 'D']",True
47,dev-data/mutual/dev/dev_141.txt,A,B,"['A', 'C', 'D', 'B']",False
48,dev-data/mutual/dev/dev_142.txt,B,C,"['B', 'C', 'A', 'D']",False
49,dev-data/mutual/dev/dev_143.txt,B,A,"['B', 'A', 'C', 'D']",False
50,dev-data/mutual/dev/dev_144.txt,C,D,"['C', 'D', 'A', 'B']",False
51,dev-data/mutual/dev/dev_145.txt,B,D,"['B', 'A', 'D', 'C']",False
52,dev-data/mutual/dev/dev_146.txt,D,A,"['D', 'A', 'C', 'B']",False
53,dev-data/mutual/dev/dev_147.txt,A,A,"['A', 'C', 'D', 'B']",True
54,dev-data/mutual/dev/dev_148.txt,C,C,"['C', 'D', 'B', 'A']",True
55,dev-data/mutual/dev/dev_149.txt,A,B,"['A', 'C', 'B', 'D']",False
56,dev-data/mutual/dev/dev_15.txt,D,D,"['D', 'A', 'C', 'B']",True
57,dev-data/mutual/dev/dev_150.txt,B,C,"['B', 'A', 'C', 'D']",False
58,dev-data/mutual/dev/dev_151.txt,A,B,"['A', 'C', 'D', 'B']",False
59,dev-data/mutual/dev/dev_152.txt,A,A,"['A', 'C', 'B', 'D']",True
60,dev-data/mutual/dev/dev_153.txt,C,B,"['C', 'B', 'A', 'D']",False
61,dev-data/mutual/dev/dev_154.txt,C,D,"['C', 'B', 'A', 'D']",False
62,dev-data/mutual/dev/dev_155.txt,D,A,"['D', 'B', 'C', 'A']",False
63,dev-data/mutual/dev/dev_156.txt,B,C,"['B', 'D', 'C', 'A']",False
64,dev-data/mutual/dev/dev_157.txt,C,D,"['C', 'A', 'D', 'B']",False
65,dev-data/mutual/dev/dev_158.txt,C,D,"['C', 'A', 'D', 'B']",False
66,dev-data/mutual/dev/dev_159.txt,A,D,"['A', 'D', 'B', 'C']",False
67,dev-data/mutual/dev/dev_16.txt,A,A,"['A', 'D', 'B', 'C']",True
68,dev-data/mutual/dev/dev_160.txt,A,D,"['A', 'C', 'D', 'B']",False
69,dev-data/mutual/dev/dev_161.txt,A,B,"['A', 'B', 'C', 'D']",False
70,dev-data/mutual/dev/dev_162.txt,C,A,"['C', 'B', 'A', 'D']",False
71,dev-data/mutual/dev/dev_163.txt,D,A,"['D', 'B', 'C', 'A']",False
72,dev-data/mutual/dev/dev_164.txt,A,C,"['A', 'C', 'B', 'D']",False
73,dev-data/mutual/dev/dev_165.txt,A,D,"['A', 'D', 'C', 'B']",False
74,dev-data/mutual/dev/dev_166.txt,C,B,"['C', 'A', 'D', 'B']",False
75,dev-data/mutual/dev/dev_167.txt,A,B,"['A', 'D', 'B', 'C']",False
76,dev-data/mutual/dev/dev_168.txt,A,A,"['A', 'C', 'D', 'B']",True
77,dev-data/mutual/dev/dev_169.txt,A,C,"['A', 'C', 'B', 'D']",False
78,dev-data/mutual/dev/dev_17.txt,D,B,"['D', 'B', 'A', 'C']",False
79,dev-data/mutual/dev/dev_170.txt,A,B,"['A', 'D', 'B', 'C']",False
80,dev-data/mutual/dev/dev_171.txt,B,C,"['B', 'C', 'A', 'D']",False
81,dev-data/mutual/dev/dev_172.txt,D,D,"['D', 'B', 'C', 'A']",True
82,dev-data/mutual/dev/dev_173.txt,D,C,"['D', 'C', 'B', 'A']",False
83,dev-data/mutual/dev/dev_174.txt,D,D,"['D', 'B', 'A', 'C']",True
84,dev-data/mutual/dev/dev_175.txt,D,D,"['D', 'C', 'B', 'A']",True
85,dev-data/mutual/dev/dev_176.txt,A,C,"['A', 'D', 'B', 'C']",False
86,dev-data/mutual/dev/dev_177.txt,C,B,"['C', 'B', 'A', 'D']",False
87,dev-data/mutual/dev/dev_178.txt,A,A,"['A', 'C', 'B', 'D']",True
88,dev-data/mutual/dev/dev_179.txt,D,A,"['D', 'B', 'C', 'A']",False
89,dev-data/mutual/dev/dev_18.txt,B,D,"['B', 'D', 'A', 'C']",False
90,dev-data/mutual/dev/dev_180.txt,C,C,"['C', 'D', 'B', 'A']",True
91,dev-data/mutual/dev/dev_181.txt,D,D,"['D', 'C', 'A', 'B']",True
92,dev-data/mutual/dev/dev_182.txt,B,B,"['B', 'A', 'C', 'D']",True
93,dev-data/mutual/dev/dev_183.txt,D,D,"['D', 'B', 'C', 'A']",True
94,dev-data/mutual/dev/dev_184.txt,A,B,"['A', 'B', 'C', 'D']",False
95,dev-data/mutual/dev/dev_185.txt,A,B,"['A', 'B', 'D', 'C']",False
96,dev-data/mutual/dev/dev_186.txt,A,C,"['A', 'C', 'B', 'D']",False
97,dev-data/mutual/dev/dev_187.txt,D,A,"['D', 'A', 'B', 'C']",False
98,dev-data/mutual/dev/dev_188.txt,C,D,"['C', 'A', 'B', 'D']",False
99,dev-data/mutual/dev/dev_189.txt,B,D,"['B', 'D', 'A', 'C']",False
100,dev-data/mutual/dev/dev_19.txt,C,C,"['C', 'B', 'D', 'A']",True
101,dev-data/mutual/dev/dev_190.txt,D,A,"['D', 'B', 'A', 'C']",False
102,dev-data/mutual/dev/dev_191.txt,A,A,"['A', 'C', 'B', 'D']",True
103,dev-data/mutual/dev/dev_192.txt,C,C,"['C', 'D', 'A', 'B']",True
104,dev-data/mutual/dev/dev_193.txt,D,A,"['D', 'B', 'A', 'C']",False
105,dev-data/mutual/dev/dev_194.txt,B,C,"['B', 'A', 'C', 'D']",False
106,dev-data/mutual/dev/dev_195.txt,D,D,"['D', 'A', 'B', 'C']",True
107,dev-data/mutual/dev/dev_196.txt,C,C,"['C', 'B', 'A', 'D']",True
108,dev-data/mutual/dev/dev_197.txt,D,D,"['D', 'C', 'A', 'B']",True
109,dev-data/mutual/dev/dev_198.txt,D,A,"['D', 'A', 'C', 'B']",False
110,dev-data/mutual/dev/dev_199.txt,C,C,"['C', 'D', 'A', 'B']",True
111,dev-data/mutual/dev/dev_2.txt,A,C,"['A', 'D', 'C', 'B']",False
112,dev-data/mutual/dev/dev_20.txt,A,C,"['A', 'C', 'B', 'D']",False
113,dev-data/mutual/dev/dev_200.txt,B,C,"['B', 'C', 'A', 'D']",False
114,dev-data/mutual/dev/dev_201.txt,B,C,"['B', 'C', 'D', 'A']",False
115,dev-data/mutual/dev/dev_202.txt,C,C,"['C', 'D', 'B', 'A']",True
116,dev-data/mutual/dev/dev_203.txt,C,A,"['C', 'B', 'D', 'A']",False
117,dev-data/mutual/dev/dev_204.txt,D,B,"['D', 'A', 'B', 'C']",False
118,dev-data/mutual/dev/dev_205.txt,A,A,"['A', 'C', 'D', 'B']",True
119,dev-data/mutual/dev/dev_206.txt,C,D,"['C', 'D', 'A', 'B']",False
120,dev-data/mutual/dev/dev_207.txt,A,A,"['A', 'C', 'D', 'B']",True
121,dev-data/mutual/dev/dev_208.txt,D,B,"['D', 'C', 'A', 'B']",False
122,dev-data/mutual/dev/dev_209.txt,A,D,"['A', 'D', 'B', 'C']",False
123,dev-data/mutual/dev/dev_21.txt,A,C,"['A', 'B', 'D', 'C']",False
124,dev-data/mutual/dev/dev_210.txt,C,B,"['C', 'A', 'B', 'D']",False
125,dev-data/mutual/dev/dev_211.txt,D,D,"['D', 'B', 'C', 'A']",True
126,dev-data/mutual/dev/dev_212.txt,D,D,"['D', 'B', 'A', 'C']",True
127,dev-data/mutual/dev/dev_213.txt,A,A,"['A', 'B', 'D', 'C']",True
128,dev-data/mutual/dev/dev_214.txt,C,B,"['C', 'D', 'B', 'A']",False
129,dev-data/mutual/dev/dev_215.txt,B,D,"['B', 'C', 'D', 'A']",False
130,dev-data/mutual/dev/dev_216.txt,D,A,"['D', 'A', 'B', 'C']",False
131,dev-data/mutual/dev/dev_217.txt,B,D,"['B', 'C', 'A', 'D']",False
132,dev-data/mutual/dev/dev_218.txt,B,D,"['B', 'D', 'A', 'C']",False
133,dev-data/mutual/dev/dev_219.txt,C,B,"['C', 'B', 'A', 'D']",False
