,example_id,predicted_label,real_label,full_ordering,correct
0,dev-data/mutual/dev/dev_1.txt,C,B,"['C', 'A', 'B', 'D']",False
1,dev-data/mutual/dev/dev_10.txt,A,C,"['A', 'D', 'C', 'B']",False
2,dev-data/mutual/dev/dev_100.txt,A,C,"['A', 'D', 'C', 'B']",False
3,dev-data/mutual/dev/dev_101.txt,C,D,"['C', 'A', 'B', 'D']",False
4,dev-data/mutual/dev/dev_102.txt,B,A,"['B', 'D', 'C', 'A']",False
5,dev-data/mutual/dev/dev_103.txt,B,D,"['B', 'A', 'C', 'D']",False
6,dev-data/mutual/dev/dev_104.txt,C,D,"['C', 'D', 'B', 'A']",False
7,dev-data/mutual/dev/dev_105.txt,A,D,"['A', 'B', 'D', 'C']",False
8,dev-data/mutual/dev/dev_106.txt,A,C,"['A', 'B', 'D', 'C']",False
9,dev-data/mutual/dev/dev_107.txt,B,B,"['B', 'D', 'C', 'A']",True
10,dev-data/mutual/dev/dev_108.txt,C,A,"['C', 'D', 'A', 'B']",False
11,dev-data/mutual/dev/dev_109.txt,C,D,"['C', 'B', 'D', 'A']",False
12,dev-data/mutual/dev/dev_11.txt,B,A,"['B', 'C', 'D', 'A']",False
13,dev-data/mutual/dev/dev_110.txt,D,A,"['D', 'B', 'C', 'A']",False
14,dev-data/mutual/dev/dev_111.txt,C,D,"['C', 'A', 'D', 'B']",False
15,dev-data/mutual/dev/dev_112.txt,C,B,"['C', 'B', 'D', 'A']",False
16,dev-data/mutual/dev/dev_113.txt,B,A,"['B', 'C', 'A', 'D']",False
17,dev-data/mutual/dev/dev_114.txt,B,B,"['B', 'C', 'D', 'A']",True
18,dev-data/mutual/dev/dev_115.txt,B,D,"['B', 'D', 'A', 'C']",False
19,dev-data/mutual/dev/dev_116.txt,A,B,"['A', 'C', 'B', 'D']",False
20,dev-data/mutual/dev/dev_117.txt,C,D,"['C', 'B', 'D', 'A']",False
21,dev-data/mutual/dev/dev_118.txt,C,C,"['C', 'D', 'A', 'B']",True
22,dev-data/mutual/dev/dev_119.txt,C,A,"['C', 'A', 'B', 'D']",False
23,dev-data/mutual/dev/dev_12.txt,C,A,"['C', 'A', 'B', 'D']",False
24,dev-data/mutual/dev/dev_120.txt,C,A,"['C', 'B', 'A', 'D']",False
25,dev-data/mutual/dev/dev_121.txt,C,C,"['C', 'B', 'A', 'D']",True
26,dev-data/mutual/dev/dev_122.txt,A,C,"['A', 'D', 'B', 'C']",False
27,dev-data/mutual/dev/dev_123.txt,B,B,"['B', 'C', 'A', 'D']",True
28,dev-data/mutual/dev/dev_124.txt,C,A,"['C', 'A', 'D', 'B']",False
29,dev-data/mutual/dev/dev_125.txt,D,D,"['D', 'B', 'A', 'C']",True
30,dev-data/mutual/dev/dev_126.txt,D,A,"['D', 'C', 'B', 'A']",False
31,dev-data/mutual/dev/dev_127.txt,C,A,"['C', 'A', 'D', 'B']",False
32,dev-data/mutual/dev/dev_128.txt,B,B,"['B', 'A', 'D', 'C']",True
33,dev-data/mutual/dev/dev_129.txt,A,C,"['A', 'C', 'B', 'D']",False
34,dev-data/mutual/dev/dev_13.txt,B,D,"['B', 'C', 'D', 'A']",False
35,dev-data/mutual/dev/dev_130.txt,B,B,"['B', 'D', 'A', 'C']",True
36,dev-data/mutual/dev/dev_131.txt,D,A,"['D', 'B', 'A', 'C']",False
37,dev-data/mutual/dev/dev_132.txt,B,A,"['B', 'D', 'C', 'A']",False
38,dev-data/mutual/dev/dev_133.txt,C,D,"['C', 'B', 'D', 'A']",False
39,dev-data/mutual/dev/dev_134.txt,C,D,"['C', 'A', 'B', 'D']",False
40,dev-data/mutual/dev/dev_135.txt,B,D,"['B', 'A', 'D', 'C']",False
41,dev-data/mutual/dev/dev_136.txt,C,B,"['C', 'A', 'D', 'B']",False
42,dev-data/mutual/dev/dev_137.txt,A,B,"['A', 'C', 'D', 'B']",False
43,dev-data/mutual/dev/dev_138.txt,B,D,"['B', 'D', 'C', 'A']",False
44,dev-data/mutual/dev/dev_139.txt,A,D,"['A', 'D', 'B', 'C']",False
45,dev-data/mutual/dev/dev_14.txt,A,C,"['A', 'B', 'D', 'C']",False
46,dev-data/mutual/dev/dev_140.txt,C,C,"['C', 'D', 'B', 'A']",True
47,dev-data/mutual/dev/dev_141.txt,B,B,"['B', 'A', 'C', 'D']",True
48,dev-data/mutual/dev/dev_142.txt,D,C,"['D', 'B', 'C', 'A']",False
49,dev-data/mutual/dev/dev_143.txt,D,A,"['D', 'A', 'B', 'C']",False
50,dev-data/mutual/dev/dev_144.txt,C,D,"['C', 'D', 'A', 'B']",False
51,dev-data/mutual/dev/dev_145.txt,B,D,"['B', 'D', 'C', 'A']",False
52,dev-data/mutual/dev/dev_146.txt,B,A,"['B', 'C', 'D', 'A']",False
53,dev-data/mutual/dev/dev_147.txt,C,A,"['C', 'B', 'D', 'A']",False
54,dev-data/mutual/dev/dev_148.txt,A,C,"['A', 'B', 'C', 'D']",False
55,dev-data/mutual/dev/dev_149.txt,A,B,"['A', 'C', 'D', 'B']",False
56,dev-data/mutual/dev/dev_15.txt,D,D,"['D', 'B', 'C', 'A']",True
57,dev-data/mutual/dev/dev_150.txt,B,C,"['B', 'A', 'D', 'C']",False
58,dev-data/mutual/dev/dev_151.txt,C,B,"['C', 'B', 'D', 'A']",False
59,dev-data/mutual/dev/dev_152.txt,D,A,"['D', 'C', 'B', 'A']",False
60,dev-data/mutual/dev/dev_153.txt,D,B,"['D', 'B', 'C', 'A']",False
61,dev-data/mutual/dev/dev_154.txt,A,D,"['A', 'B', 'D', 'C']",False
62,dev-data/mutual/dev/dev_155.txt,B,A,"['B', 'D', 'C', 'A']",False
