,example_id,predicted_label,real_label,full_ordering,correct
0,dev-data/mutual/dev/dev_1.txt,A,B,"['A', 'D', 'C', 'B']",False
1,dev-data/mutual/dev/dev_10.txt,D,C,"['D', 'A', 'C', 'B']",False
2,dev-data/mutual/dev/dev_100.txt,B,C,"['B', 'A', 'C', 'D']",False
3,dev-data/mutual/dev/dev_101.txt,B,D,"['B', 'D', 'A', 'C']",False
4,dev-data/mutual/dev/dev_102.txt,B,A,"['B', 'C', 'A', 'D']",False
5,dev-data/mutual/dev/dev_103.txt,D,D,"['D', 'B', 'C', 'A']",True
6,dev-data/mutual/dev/dev_104.txt,A,D,"['A', 'C', 'B', 'D']",False
7,dev-data/mutual/dev/dev_105.txt,D,D,"['D', 'C', 'A', 'B']",True
8,dev-data/mutual/dev/dev_106.txt,C,C,"['C', 'B', 'A', 'D']",True
9,dev-data/mutual/dev/dev_107.txt,C,B,"['C', 'B', 'D', 'A']",False
10,dev-data/mutual/dev/dev_108.txt,B,A,"['B', 'A', 'D', 'C']",False
11,dev-data/mutual/dev/dev_109.txt,D,D,"['D', 'A', 'C', 'B']",True
12,dev-data/mutual/dev/dev_11.txt,D,A,"['D', 'B', 'A', 'C']",False
13,dev-data/mutual/dev/dev_110.txt,B,A,"['B', 'C', 'D', 'A']",False
14,dev-data/mutual/dev/dev_111.txt,B,D,"['B', 'A', 'D', 'C']",False
15,dev-data/mutual/dev/dev_112.txt,D,B,"['D', 'C', 'B', 'A']",False
16,dev-data/mutual/dev/dev_113.txt,B,A,"['B', 'D', 'C', 'A']",False
17,dev-data/mutual/dev/dev_114.txt,D,B,"['D', 'C', 'A', 'B']",False
18,dev-data/mutual/dev/dev_115.txt,A,D,"['A', 'B', 'D', 'C']",False
19,dev-data/mutual/dev/dev_116.txt,D,B,"['D', 'A', 'B', 'C']",False
20,dev-data/mutual/dev/dev_117.txt,D,D,"['D', 'B', 'A', 'C']",True
21,dev-data/mutual/dev/dev_118.txt,A,C,"['A', 'C', 'D', 'B']",False
22,dev-data/mutual/dev/dev_119.txt,A,A,"['A', 'B', 'C', 'D']",True
23,dev-data/mutual/dev/dev_12.txt,D,A,"['D', 'C', 'B', 'A']",False
24,dev-data/mutual/dev/dev_120.txt,A,A,"['A', 'D', 'C', 'B']",True
25,dev-data/mutual/dev/dev_121.txt,A,C,"['A', 'C', 'B', 'D']",False
26,dev-data/mutual/dev/dev_122.txt,B,C,"['B', 'C', 'D', 'A']",False
27,dev-data/mutual/dev/dev_123.txt,A,B,"['A', 'C', 'B', 'D']",False
28,dev-data/mutual/dev/dev_124.txt,B,A,"['B', 'D', 'C', 'A']",False
29,dev-data/mutual/dev/dev_125.txt,D,D,"['D', 'A', 'C', 'B']",True
30,dev-data/mutual/dev/dev_126.txt,B,A,"['B', 'C', 'A', 'D']",False
31,dev-data/mutual/dev/dev_127.txt,C,A,"['C', 'D', 'B', 'A']",False
32,dev-data/mutual/dev/dev_128.txt,C,B,"['C', 'D', 'B', 'A']",False
33,dev-data/mutual/dev/dev_129.txt,C,C,"['C', 'B', 'D', 'A']",True
34,dev-data/mutual/dev/dev_13.txt,D,D,"['D', 'A', 'B', 'C']",True
35,dev-data/mutual/dev/dev_130.txt,C,B,"['C', 'D', 'A', 'B']",False
36,dev-data/mutual/dev/dev_131.txt,D,A,"['D', 'A', 'C', 'B']",False
37,dev-data/mutual/dev/dev_132.txt,C,A,"['C', 'A', 'D', 'B']",False
38,dev-data/mutual/dev/dev_133.txt,C,D,"['C', 'B', 'D', 'A']",False
39,dev-data/mutual/dev/dev_134.txt,C,D,"['C', 'A', 'D', 'B']",False
40,dev-data/mutual/dev/dev_135.txt,A,D,"['A', 'B', 'D', 'C']",False
41,dev-data/mutual/dev/dev_136.txt,B,B,"['B', 'A', 'C', 'D']",True
42,dev-data/mutual/dev/dev_137.txt,A,B,"['A', 'C', 'D', 'B']",False
43,dev-data/mutual/dev/dev_138.txt,C,D,"['C', 'A', 'B', 'D']",False
44,dev-data/mutual/dev/dev_139.txt,B,D,"['B', 'A', 'D', 'C']",False
45,dev-data/mutual/dev/dev_14.txt,A,C,"['A', 'B', 'C', 'D']",False
46,dev-data/mutual/dev/dev_140.txt,C,C,"['C', 'D', 'A', 'B']",True
47,dev-data/mutual/dev/dev_141.txt,D,B,"['D', 'C', 'B', 'A']",False
48,dev-data/mutual/dev/dev_142.txt,A,C,"['A', 'B', 'C', 'D']",False
49,dev-data/mutual/dev/dev_143.txt,A,A,"['A', 'B', 'C', 'D']",True
50,dev-data/mutual/dev/dev_144.txt,B,D,"['B', 'D', 'C', 'A']",False
51,dev-data/mutual/dev/dev_145.txt,C,D,"['C', 'B', 'D', 'A']",False
52,dev-data/mutual/dev/dev_146.txt,C,A,"['C', 'B', 'D', 'A']",False
53,dev-data/mutual/dev/dev_147.txt,B,A,"['B', 'A', 'C', 'D']",False
54,dev-data/mutual/dev/dev_148.txt,C,C,"['C', 'D', 'A', 'B']",True
55,dev-data/mutual/dev/dev_149.txt,C,B,"['C', 'B', 'D', 'A']",False
56,dev-data/mutual/dev/dev_15.txt,B,D,"['B', 'A', 'D', 'C']",False
57,dev-data/mutual/dev/dev_150.txt,B,C,"['B', 'A', 'D', 'C']",False
58,dev-data/mutual/dev/dev_151.txt,A,B,"['A', 'B', 'D', 'C']",False
59,dev-data/mutual/dev/dev_152.txt,B,A,"['B', 'A', 'D', 'C']",False
60,dev-data/mutual/dev/dev_153.txt,B,B,"['B', 'D', 'A', 'C']",True
61,dev-data/mutual/dev/dev_154.txt,B,D,"['B', 'C', 'A', 'D']",False
62,dev-data/mutual/dev/dev_155.txt,A,A,"['A', 'B', 'C', 'D']",True
63,dev-data/mutual/dev/dev_156.txt,A,C,"['A', 'D', 'B', 'C']",False
64,dev-data/mutual/dev/dev_157.txt,D,D,"['D', 'C', 'B', 'A']",True
65,dev-data/mutual/dev/dev_158.txt,C,D,"['C', 'D', 'B', 'A']",False
66,dev-data/mutual/dev/dev_159.txt,D,D,"['D', 'B', 'A', 'C']",True
67,dev-data/mutual/dev/dev_16.txt,D,A,"['D', 'A', 'B', 'C']",False
68,dev-data/mutual/dev/dev_160.txt,D,D,"['D', 'C', 'A', 'B']",True
69,dev-data/mutual/dev/dev_161.txt,D,B,"['D', 'C', 'A', 'B']",False
70,dev-data/mutual/dev/dev_162.txt,B,A,"['B', 'D', 'A', 'C']",False
71,dev-data/mutual/dev/dev_163.txt,A,A,"['A', 'D', 'B', 'C']",True
72,dev-data/mutual/dev/dev_164.txt,A,C,"['A', 'D', 'C', 'B']",False
73,dev-data/mutual/dev/dev_165.txt,D,D,"['D', 'A', 'C', 'B']",True
74,dev-data/mutual/dev/dev_166.txt,A,B,"['A', 'B', 'D', 'C']",False
75,dev-data/mutual/dev/dev_167.txt,A,B,"['A', 'D', 'C', 'B']",False
76,dev-data/mutual/dev/dev_168.txt,C,A,"['C', 'D', 'A', 'B']",False
77,dev-data/mutual/dev/dev_169.txt,C,C,"['C', 'A', 'D', 'B']",True
78,dev-data/mutual/dev/dev_17.txt,A,B,"['A', 'D', 'B', 'C']",False
79,dev-data/mutual/dev/dev_170.txt,A,B,"['A', 'C', 'D', 'B']",False
80,dev-data/mutual/dev/dev_171.txt,A,C,"['A', 'D', 'C', 'B']",False
81,dev-data/mutual/dev/dev_172.txt,B,D,"['B', 'C', 'D', 'A']",False
82,dev-data/mutual/dev/dev_173.txt,B,C,"['B', 'A', 'C', 'D']",False
83,dev-data/mutual/dev/dev_174.txt,B,D,"['B', 'D', 'A', 'C']",False
84,dev-data/mutual/dev/dev_175.txt,D,D,"['D', 'B', 'A', 'C']",True
85,dev-data/mutual/dev/dev_176.txt,B,C,"['B', 'D', 'C', 'A']",False
86,dev-data/mutual/dev/dev_177.txt,C,B,"['C', 'B', 'D', 'A']",False
87,dev-data/mutual/dev/dev_178.txt,D,A,"['D', 'A', 'C', 'B']",False
88,dev-data/mutual/dev/dev_179.txt,C,A,"['C', 'A', 'D', 'B']",False
89,dev-data/mutual/dev/dev_18.txt,D,D,"['D', 'B', 'A', 'C']",True
