,example_id,predicted_label,real_label,correct
0,dev-data/mutual/dev/dev_1.txt,D,B,False
1,dev-data/mutual/dev/dev_10.txt,A,C,False
2,dev-data/mutual/dev/dev_100.txt,D,C,False
3,dev-data/mutual/dev/dev_101.txt,D,D,True
4,dev-data/mutual/dev/dev_102.txt,B,A,False
5,dev-data/mutual/dev/dev_103.txt,B,D,False
6,dev-data/mutual/dev/dev_104.txt,C,D,False
7,dev-data/mutual/dev/dev_105.txt,A,D,False
8,dev-data/mutual/dev/dev_106.txt,A,C,False
9,dev-data/mutual/dev/dev_107.txt,B,B,True
10,dev-data/mutual/dev/dev_108.txt,B,A,False
11,dev-data/mutual/dev/dev_109.txt,A,D,False
12,dev-data/mutual/dev/dev_11.txt,D,A,False
13,dev-data/mutual/dev/dev_110.txt,C,A,False
14,dev-data/mutual/dev/dev_111.txt,B,D,False
15,dev-data/mutual/dev/dev_112.txt,A,B,False
16,dev-data/mutual/dev/dev_113.txt,C,A,False
17,dev-data/mutual/dev/dev_114.txt,B,B,True
18,dev-data/mutual/dev/dev_115.txt,D,D,True
19,dev-data/mutual/dev/dev_116.txt,B,B,True
20,dev-data/mutual/dev/dev_117.txt,C,D,False
21,dev-data/mutual/dev/dev_118.txt,A,C,False
22,dev-data/mutual/dev/dev_119.txt,D,A,False
23,dev-data/mutual/dev/dev_12.txt,D,A,False
24,dev-data/mutual/dev/dev_120.txt,C,A,False
25,dev-data/mutual/dev/dev_121.txt,B,C,False
26,dev-data/mutual/dev/dev_122.txt,C,C,True
27,dev-data/mutual/dev/dev_123.txt,D,B,False
28,dev-data/mutual/dev/dev_124.txt,B,A,False
29,dev-data/mutual/dev/dev_125.txt,B,D,False
30,dev-data/mutual/dev/dev_126.txt,D,A,False
31,dev-data/mutual/dev/dev_127.txt,C,A,False
32,dev-data/mutual/dev/dev_128.txt,A,B,False
33,dev-data/mutual/dev/dev_129.txt,A,C,False
34,dev-data/mutual/dev/dev_13.txt,B,D,False
35,dev-data/mutual/dev/dev_130.txt,B,B,True
36,dev-data/mutual/dev/dev_131.txt,B,A,False
37,dev-data/mutual/dev/dev_132.txt,D,A,False
38,dev-data/mutual/dev/dev_133.txt,D,D,True
39,dev-data/mutual/dev/dev_134.txt,B,D,False
40,dev-data/mutual/dev/dev_135.txt,C,D,False
41,dev-data/mutual/dev/dev_136.txt,A,B,False
42,dev-data/mutual/dev/dev_137.txt,C,B,False
43,dev-data/mutual/dev/dev_138.txt,A,D,False
44,dev-data/mutual/dev/dev_139.txt,B,D,False
45,dev-data/mutual/dev/dev_14.txt,C,C,True
46,dev-data/mutual/dev/dev_140.txt,A,C,False
47,dev-data/mutual/dev/dev_141.txt,C,B,False
48,dev-data/mutual/dev/dev_142.txt,D,C,False
49,dev-data/mutual/dev/dev_143.txt,D,A,False
50,dev-data/mutual/dev/dev_144.txt,D,D,True
51,dev-data/mutual/dev/dev_145.txt,C,D,False
52,dev-data/mutual/dev/dev_146.txt,C,A,False
53,dev-data/mutual/dev/dev_147.txt,A,A,True
54,dev-data/mutual/dev/dev_148.txt,C,C,True
55,dev-data/mutual/dev/dev_149.txt,B,B,True
56,dev-data/mutual/dev/dev_15.txt,C,D,False
57,dev-data/mutual/dev/dev_150.txt,B,C,False
58,dev-data/mutual/dev/dev_151.txt,B,B,True
59,dev-data/mutual/dev/dev_152.txt,B,A,False
60,dev-data/mutual/dev/dev_153.txt,B,B,True
61,dev-data/mutual/dev/dev_154.txt,D,D,True
62,dev-data/mutual/dev/dev_155.txt,A,A,True
63,dev-data/mutual/dev/dev_156.txt,B,C,False
64,dev-data/mutual/dev/dev_157.txt,C,D,False
65,dev-data/mutual/dev/dev_158.txt,B,D,False
66,dev-data/mutual/dev/dev_159.txt,D,D,True
67,dev-data/mutual/dev/dev_16.txt,A,A,True
68,dev-data/mutual/dev/dev_160.txt,A,D,False
69,dev-data/mutual/dev/dev_161.txt,B,B,True
70,dev-data/mutual/dev/dev_162.txt,A,A,True
71,dev-data/mutual/dev/dev_163.txt,D,A,False
72,dev-data/mutual/dev/dev_164.txt,A,C,False
73,dev-data/mutual/dev/dev_165.txt,B,D,False
74,dev-data/mutual/dev/dev_166.txt,B,B,True
75,dev-data/mutual/dev/dev_167.txt,B,B,True
